brand,dealer_name,district,email_id,full_address,manufacturer_unique_id,phone_number,pincode,state,store_name
MAXXIS, Mahesh Goyal,Jaipur,," Shop No.7, Jhotwara Road, Opp. Dmb, Hazi Colony, Subhash Nagar ",3279, 9829067790, 302016,Rajasthan,Goyal Enterprises
MAXXIS, Vinay Gupta,Jaipur,," Shop No. 17, Opp. Khetan Hospital, Sikar Road ",2875, 9680129941, 302019,Rajasthan,Gupta Tyre Company
MAXXIS, Jakir Hussain,Jaipur,," Shop No.177 Surajpole Gate Galta RD ,Gulabi Nagar, Jaipur, Rajasthan , Shop No.177 Surajpole Gate Galta RD ,Gulabi Nagar, Jaipur, Rajasthan",3820, 9680992223, 302003,Rajasthan,Hari Om And Tyres
MAXXIS, Amit Kumar,Jaipur,," Shop No. B-67, Near Bhati Tent House, Gandhi Path, Nityanand Nagar ",3398, 9314472211, 302021,Rajasthan,Jai Shree Enterprises
MAXXIS, Hemraj  Meena,Jaipur,," A-55, Tapovan Vihar Colony, Railway Colony, Keshar Vihar ",3605, 9461627589, 302017,Rajasthan,K. M. Motors S A M Motors
MAXXIS, Raju Peepliwal,Jaipur,," Near Ramdev Temple, Sector-10, Kumbha Marg, Pratap Nagar ",2888, 9829830791, 302033,Rajasthan,Narendra Tyre
MAXXIS, Hukami Chand Moondra,Jaipur,," Opposite Ganpati Plaza, M I Road, Jaipur, Rajasthan ",4319, 9314565999, 302001,Rajasthan,National Tyres
MAXXIS, Fakruddin,Jaipur,," Shop No.4, 22 Godam , Near 22 Godam Railway Staion , Jaipur, Rajasthan",4387, 9351326575, 302006,Rajasthan,Nizam Cycle & Auto Tyres
MAXXIS, Avinash Mittal,Jaipur,," 18, Ganga Colony, Khatipura Road, Krishna Colony, Parivahan Nagar, Khatipura ",2882, 8440022722, 302012,Rajasthan,Oriental Wheels
MAXXIS, Rajesh Kumar,Jaipur,," Shop No. 61, V.t. Road, New Sanganer Rd, Ward 27, Mansarovar Sector 6, Mansarovar ",3612, 9928880669, 302020,Rajasthan,Prabhati Lal Tyres
MAXXIS, Khursheed Khan,Jaipur,," Main Tonk Road, Near. Choudhry Petrol Pump, Sanganer ",3404, 9799793438, 302029,Rajasthan,Rafiqe Tyres & Cycle
MAXXIS, Rajan Chhabra,Jaipur,," Shop No. 249, Bhola Bhawan, Mi Road, Jayanti Market, New Colony ",3288, 9414066456, 302001,Rajasthan,Rajan Car World
MAXXIS, Mohd Safik Khan,Jaipur,," Moti Katla Market, Moti Katla Market, Subhash Chowk, Badi Chopad, Brahampuri ",3582, 9829431830, 302002,Rajasthan,Sanjari Scooter Parts
MAXXIS, Anurodh Garg,Jaipur,," Plot No 705, Shop No 6, Opposite City Post Office , Sanganeri Gate, Agra Rd",3836, 9460913337, 302002,Rajasthan,Shivam Tyres
MAXXIS, Ayush Kedia,Jaipur,," Shop no 13,14 Mishra Markate,Agra Road Jaipur,Rajasthan , Shop no 13,14 Mishra Markate,Agra Road Jaipur,Rajasthan",3756, 9468674592, 302004,Rajasthan,ShriJi Sales
MAXXIS, Vikramjeet Singh,Jaipur,," Shop No. 10/840, Dushera Maidan Road, Malviya Nagar Road, Vidhyadhar Nagar, Siddharth Nagar, Sector 10, Malviya Nagar ",3332, 9829188008, 302017,Rajasthan,Vikram Tyres
MAXXIS, Varun Shah,Jaipur,," Shop No. 1 & 2, Ratan Nagar Teen Dukan, Dher Ke Bal, Sikar Road ",3411, 9950742690, 302039,Rajasthan,Vsms Brothers Retail Pvt. Ltd.
MAXXIS, Aashish Massey,Jaipur,," Shop No. 318, Shikhar Tower, Ajmer Road, Satya Colony, Tagore Nagar ",3337, 7665555768, 302021,Rajasthan,Yo Yo Tyres
MAXXIS, Bharat Chandak,Jaisalmer,," Shiv Road, Phalsund-Barmer Road,Rj Sh 65, Phalsund ",3230, 9414685241, 345025,Rajasthan,Balaji Motors
MAXXIS, Derawar Singh,Jaisalmer,," Near Devki Niwas Hotel, Vivekananda Marg, Gandhi Colony Main Road, Gandhi Nagar ",3223, 9828486663, 345001,Rajasthan,Maateshwari Alignment Services & Tyres
MAXXIS, Gopal Singh Bhati,Jaisalmer,," Opp. Central Bus Stand, Near Bank Of Baroda, Nh-114, Jaisalmer Road, Pokhran ",3221, 9001642735, 345021,Rajasthan,Nagnaray Tyres
MAXXIS, Mr. Arif Khan,Jhalawar,," Main Bazar , Jhalra Patan",4950, 9928080338, 326023,Rajasthan,Mohm. Sharif & Sons
MAXXIS, mohnish maheshwari,JHALRAPATAN,," YAMAHA SHOWROOM, , OPP. SANJEEVNI HOSPITAL, JHALRAPATAN",5128, 9829014578, 326023,DIST. JHALAWARRajasthan,dwarkesh motors
MAXXIS, Doongarmal Kedia,Jhunjhunu,," Gandhi Chowk, Jhunjhunu,Rajasthan ",4321, 9414082314, 333001,Rajasthan,Laxmi Automobiles
MAXXIS, Shashi kant kedia,Jhunjhunu,," Old Bus Stand -Mittal Colony ,Jhunjhunu,Rajasthan , Old Bus Stand -Mittal Colony ,Jhunjhunu,Rajasthan",3911, 9413549125, 333001,Rajasthan,Mahalaxami Enterprises
MAXXIS, Ganpat ,Jodhpur,," Jaisalmer Bypass Road, Dali Bai Circle, Opp. Royalty, Gopal Bari ",3228, 7742257440, 342001,Rajasthan,A. R. Motors
MAXXIS, Devichand bafna,Jodhpur,, Dps circle jodhpur ,4766, 9001008504, 342008,Rajasthan,Jb bafna
MAXXIS, Vasudev Leela,Jodhpur,," Nirmal Tower, Chopasani Road, Near Idbi Bank, Sardarpura ",3231, 9829025049, 342001,Rajasthan,Leela Brothers
MAXXIS, Harish kumar,Jodhpur,, Opp balaji tempal ,4680, 9602465424, 342001,Rajasthan,Raj cycle
MAXXIS, Sidhesh lila,Jodhpur,," Shop No. 11, opp. Babu rajendra marg, pal road, jodhpur ",4449, 7222092220, 342001,Rajasthan,Suncity distributor
MAXXIS, ankit baheti,jodhpur,, near idbi bank chopasniroad ,4484, 9950559740, 342001,Rajasthan,sushil tyre
MAXXIS, Gajendra Kumar,Kalyaanpura,," Kalyaanpura, Main Road NH 112 Near Govt Hospital Tehsil-Pachpadra , Barmer Rajasthan",4328, 9929496867, 344026,Rajasthan,Ganesh tyres
MAXXIS, Hanuman  Ji,Khatu,, Shyam Mandir Road ,3581, 9799185196, 332602,Rajasthan,Om Khandalwal Bhojnalay
MAXXIS, Pramod  Gulaniya,Kishangarh,," Near General Post Office, Opposite Galaxy Hotel, Madanganj ",3570, 9460977703, 305801,Rajasthan,Raj Shree Tyres
MAXXIS, Baljinder Pal  Singh ,Kota,," 49, Shopping Centre, Gumanpura ",3611, 9413945028, 324007,Rajasthan,Sahni Auto Traders
MAXXIS, SHAHEEN ALI,KOTA,, SHOP NO 8 ANNATPURA CHOURAHA KOTA ,4440, 9829777301, 324005,Rajasthan,SHOP NO 8 ANANTPURA CHOURAHA KOTA
MAXXIS, Raghuveer Singh,Kota,," Sant Tukaram samudayik  Bhawan ke samne , Kunhadi",4379, 7742610700, 324008,Rajasthan,Singh Tyres
MAXXIS, FAROOQ,KOTA,," SUKET ROAD , RAMGANJMANDI",4391, 8233229122, 326519,Rajasthan,SUKET ROAD RAMGANJMANDI
MAXXIS, Nandlal Didwani,Lalsot,,  ,3609, 9829130704, 303503,Rajasthan,Nand Cycle Store
MAXXIS, Moh.Haneef,Malpura,," Out Side bus Stand ,Jaipur Road, Dist-Tonk , Malpura, Rajasthan",4327, 9828346600, 304502,Rajasthan,Haneef Traders
MAXXIS, Mr. Deepak Kumar,Mavli,, Railway Station Rd ,3569, 9928668184, 313203,Rajasthan,Deepak Cycle Store
MAXXIS, Ramesh Rolaniya,Nagaur,," Near Police Station, Station Road, Kuchaman City ",3290, 9983166000, 341508,Rajasthan,Rolaniya Auto Agencies
MAXXIS, Nek mohm.,Nagaur,," Out side dehli gate , Opp. Private bus stend",4801, 9694286878, 341001,Rajasthan,Usmani auto mobile
MAXXIS, MR. ARUN LALWANI,NIMBAHERA,," NAND CHAURAHA , NEAR BUS STAND",4952, 9828436991, 312601,Rajasthan,BHARAT MOTOR AGENCY
MAXXIS, Pappu Das,Pali,," Barmer-Pali Road, Opp. Rohat Bus Stand, Rohat ",3220, 9001023172, 306421,Rajasthan,Bhagwati Tyres
MAXXIS, Rajesh ,Pali,," Near Saroj Filling Station, Suraj Poll, Janata Colony, Pali Marwar ",3233, 9414120620, 306401,Rajasthan,Rajesh Tyres
MAXXIS, Vinod ,Pali,," P G Sundar Market, Jaipur - Jodhpur Road, Nh-25, Jhujhanda Chauraha, Jaitaran ",3229, 9166659296, 306302,Rajasthan,Vinod Tyres
MAXXIS, Ram Prasad Choudhary,Phagi Manji,," Pahadiyan Mod,Renewal Manji, Diggi Malpura Rd, Jaipur, Rajasthan ",4702, 9784011974, 303904,Rajasthan,Shree Balaji Tyres
MAXXIS, Mohd Husain,Raiwasa,," Gram Post Raiwasa ,Jai Mata Rd Dist-Sikar , Raiwasa, Rajasthan",4398, 9413959938, 332403,Rajasthan,Shaikh Auto Parts And Repairing Centre
MAXXIS, Sushil  Kumar,Rajsamand,," 100 Feet Rd, Mahaveer Nagar, Raj Nagar ",3573, 7014472772, 313334,Rajasthan,Anjani Tyres
MAXXIS, Govind Dadhich,Ramgarh Shekhawati,," Near-Fatehpur Gate,Ramgarh Shekhawati,Dist- Sikar, Rajasthan , Near-Fatehpur Gate,Ramgarh Shekhawati,Dist- Sikar, Rajasthan",3834, 7014805599, 331024,Rajasthan,Raj Auto Parts
MAXXIS, Mr. Jinkal Sanghvi,SAGAWARA,," NEAR CENTRAL BANK OF INDIA , DUNGARPUR ROAD",4953, 9950993350, 314025,Rajasthan,Rubi Automobile
MAXXIS, Rishi goyal,Sawai madhopur,, Near pream mandir jeep stand ke pass bajariya sawai madhopur rajasthan ,4258, 7690036188, 322001,Rajasthan,Shree shyam tyres
MAXXIS, Aabid Khatri,Sikar,," New Kotwali Rd,Sikar, Rajasthan , New Kotwali Rd,Sikar, Rajasthan",3810, 9772633488, 332001,Rajasthan,A.K.Tyres
MAXXIS, Suresh Kumar Sharma ,Sikar,," Devipura, Vasant Vihar ",3574, 7610926000, 332001,Rajasthan,Nikita Trading Company
MAXXIS, SHUBHAM PARNAMI,SIKAR,, NEAR CIRCUIT HOUSE JAIPUR ROAD SIKAR ,5129, 7230094300, 332001,Rajasthan,PARNAMI MOTORS
MAXXIS, Anjani Agarwal,Sri Ganganagar,," Shop No. 59/60, Tractor Automobile Market, Old Dhan Mandi ",3232, 9414093216, 335001,Rajasthan,Kailash Tyre Agency
MAXXIS, Rajat Lila,Sri Ganganagar,," 35, Public Park, Kotwali Rd, Gool Bazar, Old Dhan Mandi ",3602, 9462400290, 335001,Rajasthan,Lila Automobiles
MAXXIS, Manoj Jain,Udaipur,," Mohra, Zinc Park ",3571, 9414165234, 313001,Rajasthan,Chetak Tyres
MAXXIS, Dev Salvi,Udaipur,," Airport Rd, Sundarwas, Ganapati Nagar ",3617, 9610565438, 313001,Rajasthan,Shree Sagas Ji Auto Tyre
MAXXIS, Sarvesh Bhagat,Bardez,," Journalist Colony, Alto Porvorim, Penha De França ",2840, 9823335188, 403521,Goa,Sini Tyre Care
MAXXIS, Suhasini Sawant,Betqui,," Shop No.3,Vishwakarma Building,Nr.raikar Hospital, Marcel ",2841, 9823819445, 403107,Goa,Autotrics
MAXXIS, Mr. Alex,Gogol,," Shop - 30, Felicinta Complex, Chowgule Road, Near - Bolshe Circle, Gogol Margao - 403602 ",4220, 7057726825, 403602,Goa,Alister Tyre Service
MAXXIS, Mrs Charulata Repal,Mapusa,," shop no 17, kavlekar towers xim khorlim ,near police station ,behind Punjab, national bank Mapusa, Mapusa, Goa ",4209, 9822132757, 403517,Goa,Dhanlakshmi automobile
MAXXIS, Mr. Tejas,Mapusa,, DULER MAPUSA GOA ,4211, 8007065028, 403517,Goa,Goa Auto
MAXXIS, Mr. Ruben,Margao,," Borda, Margao, Goa 403601 ",4210, 9422456008, 403601,Goa,B.M Services
MAXXIS, Sajjan Naik Kurade,Margao,," Devrai Apartment, Ag - 5, Martin Dias Road, Aquem Alto, Near Shree Ganesh Hardware ",2891, 9923530055, 403601,Goa,Sapsum - House Of Quality Lubricants
MAXXIS, Aghilesh Paragil,Old Goa,," Opp. House Of Bom Jesus Building, Agaçaim - Goa Velha Bypass Rd, Agaçaim ",2847, 9822381817, 403402,Goa,Avish Enterprises
MAXXIS, Mr M. Manohar,Old Goa,," Dhulapi, Tiswadi, Near Syngenta, Corlim, Goa 403110 ",4208, 9637085725, 403110,Goa,Ideal Tyre
MAXXIS, Bhupinder Singh,Panaji,," St. Mary Colony, Miramar, Near Stella Marls Chapel, Caranzalem ",2892, 9923611514, 403001,Goa,Jit Singh Chandok & Company
MAXXIS, Pundalik Keni,Panaji,," 18Th June Road, Altinho ",2915, 9822104808, 403001,Goa,Keni Brothers
MAXXIS, Mr Salim shaikh,Panjim,," C15, Dr Jack de Sequeira Rd, Caranzalem, Dona Paula, Goa 403003 ",4218, 8554063486, 403003,Goa,Wheel House
MAXXIS, Prashant Naik,Ponda,," H 289 , Siddheshwar nagar lane II,",4631, 9049930521, 403401,Goa,PBN AUTOMOBILES
MAXXIS, Mr Amonkar,Porvorim,," NEAR KAWLEJAR SUPER MATKET, PORVORIM BARDEZ GOA. ",4219, 9822170847, 403521,Goa,Janhvi Motors
MAXXIS, Mr Gaurav Pawar,Porvorim,," H. No 817/1, Near O 'Coqueiro Junction, Chogum Road, Opp Temple Porvorim, Goa, ",4213, 7972625448, 403521,Goa,Parijat tyres
MAXXIS, Mr Sarvesh Bhagat,Porvorim,," GS21, Journalist Colony Near Sai Service Station, Porvorim, Goa 403521 ",4207, 9823335188, 403521,Goa,Sini Tyre Care
MAXXIS, Mr Paresh Thaly,Porvorim,," #825(A), Plot Sy No 125/2A, NH 66, Porvorim, Goa 403521 ",4217, 9823096512, 403521,Goa,Thaly Motors
MAXXIS, Mr Saurabh Desai,Porvorim,," Pilerne, Goa 403501 ",4214, 7972720024, 403501,Goa,Wheel Planet
MAXXIS, Kotizambi  Muzawar,Sanquelim,, Shop No1 ,2849, 9822011937, 403505,Goa,Hindustan Auto Care
MAXXIS, Ramnath Tilye,South Goa,," Shri Sai Apartments, Near Petrol Pump, Sai Nagar, Marcela ",2991, 9850474411, 403107,Goa,Sai Chayya Auto Center
MAXXIS, Aniket  Tari,South Goa,," S 184, Sonar Bhat, Verem Reis Magos, Near Alcon Holiday Village Road, Alto- Betim Porvorim, Verem ",2890, 7218639854, 403114,Goa,Unique Auto Service
MAXXIS, Edwin Fernandes,Vanelim,, Fatona ,2846, 9158835813, 403708,Goa,Total Tyre Services
MAXXIS, Mr Zain Menon,Vasco,," Shop No 1, Sunflower Apartment, Vasco, Opposite St Andrew's Church, Vasco, Goa, 403802 ",4212, 9822121704, 403802,Goa,swadeshi Tyres
MAXXIS, Rahim  Sayed,Vasco da Gama,," Tilak Complex, Fl Gomes Rd, Vaddem, New Vaddem ",2845, 9422018787, 403802,Goa,Rehan Tyres
MAXXIS, Mr Rufus Quadros,Verna,," Reva Apts, Opposite Multipurpose School, Margao-Goa. 403602 Margao, Goa, 403602 ",4215, 8390906410, 403602,Goa,Quadros Moto Corp Company
MAXXIS, Mr Tiburcio Quadros,Verna,," Reva Apts, Opposite Multipurpose School, Margao-Goa. 403602 Margao, Goa, 403602 ",4216, 9552572043, 403602,Goa,Quadros motors
MAXXIS, Salim jesani,Samarvani,," Shop no6 opp bhavani mata temple , Samarvani",4270, 7383932226, 396230,Dadra & Nagar Haveli,Shezaan auto parts
MAXXIS, Rohin,ADOOR,," GRACE TYRE , GRACE BUILDING , Central Junction,, Adoor, Kerala 691523 ",4576, 9847049523, 691523,Kerala,Grace Tyres
MAXXIS, Karim,Alappuzha,, mararikulam north ,4119, 9746285778, 688523,Kerala,AS Wheel Care
MAXXIS, Anoop Anoop,Aluva,, Periyar Nagar ,3489, 7994617984, 683101,Kerala,Pmm Tyre House
MAXXIS, Sreechakra Trading Company,Aluva,," West Kadungalloor, Aluva ",4104, 9539068720, 683110,Kerala,Shankar
MAXXIS, Anvar,Anchal,," Panachavila , Anchal",4793, 9048415372, 691306,Kerala,Car hub
MAXXIS, GIRISH,CALICUT,, ULLIYERI ,4040, 9846863546, 673323,Kerala,City Tyres
MAXXIS, MOHAMMED FAIZ MP,CALICUT,," MPB MOBIKES, RJ TOWER ,QUILANDY ROAD THAMARASSERY ",4808, 9072666728, 673573,Kerala,MPB MOBIKES
MAXXIS, KURIAKOSE,Calicut,, Wayanad Road ,4063, 9809792980, 673006,Kerala,Mukkam Tyres
MAXXIS, NAMIL T K,calicut,," UAQ Squre No-1/346/B/ Barrak junction , West hill calicut",4762, 9207700630, 673005,Kerala,ROYAL MOTORS
MAXXIS, SARATH,calicut,," ROYAL MOTORS ,UAQ AQUARE,WEST HILL,CALICUT 673005 ",5235, 9847711011, 673005,Kerala,ROYAL MOTORS
MAXXIS, RANEESH,calicut,," 7/14 A,B,C, SUPREME MOTORS, OPPOSIT TOWN HALL, VADAKARA, Kozhikode, Kerala, 673104 5. ",4753, 9072591903, 673104,Kerala,SUPREME MOTORS
MAXXIS, Shibil Salam,Calicut,," Team Kenzon,: Kozhikode - Mavoor - Areacode Rd, Moorkanad, Kerala 673639 ",5226, 8086548086, 673639,Kerala,Team Kenzon
MAXXIS, Safal,Calicut,, Ramanattukara ,4038, 7034225599, 673633,Kerala,Wheelz
MAXXIS, Afham,Calicut,, Ramanttukkatra ,4114, 9633136163, 673633,Kerala,Ziya Enterprises
MAXXIS, Levin Levin,Chalakudy,, Salem-Ernakulam Highway ,3487, 8129478558, 680307,Kerala,Q-Max Tyres
MAXXIS, Ashwin Pavanan,Cherupuzha,, Near. New Beverage Outlet ,3615, 9020807568, 670511,Kerala,St. Mary's New Tyres Nitrogen Filling
MAXXIS, Jithu  Krishnan,Chingavanam,, Kottayam ,3483, 7510830871, 686533,Kerala,Kannavathu Traders
MAXXIS, 8129222121,Cochin,," Kaloor tyres, NH byepass padivatom,  Ernakulam , Near to oberona mall opposite  indian oil pump",5651, 8129222121, 682024,Kerala,Kaloor tyres
MAXXIS, Anoob,Cochin,," Opp. St. George Chruch , Edapally",3694, 9567114403, 682024,Kerala,New Cochin Tyres
MAXXIS, 8129222121,Edappally,," Kaloor tyres, Market road , N H bypass, edappally , Opposite Bhima jewelry",5650, 8089892121, 682024,Kerala,Kaloor tyres
MAXXIS, Alex Alex,Erattupetta,," Panackapalam, 6????? Mile ",3495, 9539157052, 686579,Kerala,Madackal Tyres
MAXXIS, Thankachan,Ernakulam,, Irumpanam ,4111, 9744218980, 682301,Kerala,Benz Tyres
MAXXIS, JENU AS,ERNAKULAM,," 52/3317 MGC PLAZA THYKOODAM , VYTILLA",5140, 9020505060, 682019,Kerala,CORSAGRAM
MAXXIS, Phillip,Ernakulam,, Maradu ,4116, 4842112407, 682304,Kerala,Global Tyres
MAXXIS, Sidheek  M B,Ernakulam,," Ponjassery, Kunnathunad Taluk ",2271, 9746378988, 683547,Kerala,Metro Wheels
MAXXIS, S RAHIMUNISA,ERNAKULAM,," PADAM , ELAMAKKARA, COCHIN",4945, 8589891865, 682026,Kerala,NATO TYRES
MAXXIS, Santo,Ernakulam,, Irumpanam ,4112, 9847401193, 682301,Kerala,Padma Tyres
MAXXIS, Ratheesh,Ernakulam,," Karayamparambu,Karukkutty, Angamaly, Kerala ",4133, 9400376166, 683572,Kerala,Parayil Tyres
MAXXIS, JOseph,Ernakulam,, Kizhakambalam ,4125, 9567125537, 683562,Kerala,PEE PEE TYRES
MAXXIS, Thomas,Ernakulam,," Puthenveetil Buliding, Near St. Antonys Church , Opp. Metro Pillar #P567, Kaloor",5237, 9895224619, 682017,Kerala,Puthenveetil Traders
MAXXIS, Sijo,Ernakulam,, Kathrikadavu ,4102, 9895353787, 682018,Kerala,Teenu Tyres
MAXXIS, Tony,Ernakulam,, Kalamaserry ,4113, 9995678144, 683104,Kerala,Terminal Tyres
MAXXIS, Deepu,ERNAKULAM,," 38/3030A, Near Mylalath Temple, NH Bye Pass, Edappally, Kochi, Kerala ",4039, 9446036024, 682024,Kerala,The Tyre Guy
MAXXIS, Jaimol Paul,Ernakulam,," GFTY SAMAJAM BUILDING, PULINCHODE , Aluva, Ernakulam",5236, 9446019945, 683101,Kerala,Tyre Clinc
MAXXIS, Hari,ERNAKULAM,," Achutham Layout, Kaloor, Ernakulam, Kerala ",4144, 9447652234, 682026,Kerala,TYRE SPOT
MAXXIS, Arjun Chandrabose,Guruvayur,," Bose Towers, Highway, Kandanissery ",2752, 9072376818, 680102,Kerala,Bose Tyres
MAXXIS, Abhi,Idukki,, Idukki ,4066, 7089222211, 685603,Kerala,Wheels
MAXXIS, naseer,KADAVATHUR,, KADAVATHUR ,4922, 7012396400, 670676,Kerala,carcare
MAXXIS, Abdul Salam,Kanhangad,," V One Aracade , Hosdurg, Kanhangad, Kasaragod",5238, 9846499994, 671315,Kerala,Dr. Wheels Tyres and Allignment
MAXXIS, Ashique,Kannur,, Kannur ,4141, 9895772357, 670008,Kerala,GK Tyres
MAXXIS, Vaseem,Kannur,," Thazze chovva,kannur,kerala ",5199, 9747343970, 670612,Kerala,Jamhoor tyres
MAXXIS, Muhammed Shaheen,kannur,," manna taliparamba , kannur",4292, 9999582234, 670141,Kerala,nexus auto spares
MAXXIS, Sharon,Kannur,, Pothan and Pothan Automobiles Pvt Ltd Deltatower Thana Kannur ,4794, 9446898783, 670006,Kerala,Pothan and pothan automobiles
MAXXIS, Joju Mohan,kannur,," Delta Tower Thana , Kannur,kerala",5510, 9496521555, 670012,Kerala,Pothan&Pothan Automobiles Pvt Ltd
MAXXIS, Shiva,KANNUR,, Cherupuzha ,4145, 9497710364, 670511,Kerala,TYRE EXPRESS & ALIGN PLUS
MAXXIS, Vinod,KANNUR,, KANNUR ,4058, 4722875207, 670001,Kerala,Tyre Zone
MAXXIS, MANOJ,KANNUR,," near thaluk hospital , KANNUR",4023, 8547175879, 670009,Kerala,Wheel Tech Service Center
MAXXIS, Jeffin varghese,Karukachal,," TOLINS TYRE , LARA TOWER",5080, 9400897271, 686540,Kerala,Cunnapuzha Traders
MAXXIS, Nandakumar,Kasaragod,," Kasaragod , Kerala",4999, 9846868338, 671541,Kerala,Associated
MAXXIS, Rinu,Kasaragod,, kasaragod ,4050, 4994230072, 671121,Kerala,D K Automobile
MAXXIS, UMESH,Kasaragod,," OPP, WATER AUTHORITY , VIDYANAGAR",4792, 9496113400, 671123,Kerala,PIONEER MOTORS
MAXXIS, Jayan,kasargode,, near over bridge ,4107, 9747140436, 671322,Kerala,Boby tyres
MAXXIS, Joman,KASARGODE,," Cherkala, Kerala ",4143, 9995256856, 671541,Kerala,TYRE  WORLD
MAXXIS, Manoj Augustine,Kattappana,," Global Tyres India, Kanchiyar P.O, Idukki-685515 , Kattappana",5044, 8111870080, 685511,Kerala,Global Tyres India
MAXXIS, Benny  Sebastian,Kochi,," Mathai Manjooran Rd, Behind High Court Of Kerala, ( Behind New Building, 30 Metres From Central, And Traffic Police Station), Poothullil Junction, Marine Drive, Kacheripady ",3490, 9037846855, 682018,Kerala,Roadwheelers
MAXXIS, Jayan Jayan,Kochi,," Edappally - Pukkattupady Rd, Near Government Medical College, Kalamassery, Kangarappady ",3492, 9961975581, 682021,Kerala,Usha Tyres
MAXXIS, Shanu,Kollam,," pallimukku, kollam ",4126, 7661818147, 691021,Kerala,ALM Tyres & Wheel Mart
MAXXIS, Michael,Kollam,," CP/XIV Kottamkulangara , Chavara",4915, 9072449222, 691583,Kerala,Amazing Motor Company
MAXXIS, Anthony,Kollam,, Nilamel ,4127, 7561899346, 691535,Kerala,Classic Tyres
MAXXIS, ADARSH A,KOLLAM,," NEAR TOWN LIMIT, KADAPPAKKADA , KOLLAM",4755, 9633173777, 691008,Kerala,DAIWIK MOTORS
MAXXIS, Jeorge,Kollam,, Paripally ,4128, 9048086242, 691574,Kerala,Neeronthiyil Tyres
MAXXIS, ATHIRA S L,KOLLAM,, PALLIMUKKU ,4293, 9495223364, 691010,Kerala,VAHINI HONDA
MAXXIS, SINI KUMAR,KOLLAM,," near telephonic exchange , KOLLAM",4025, 9747551533, 691583,Kerala,Victory Auto Care
MAXXIS, Aboo Backer,Koottanad,," Guruvayoo Road, Near Water Authority, Dist Palakkad , Kokkala, Veliyannur",3479, 9744859424, 679533,Kerala,Al Ain Tyres & Wheel Balance
MAXXIS, ASHOKAN,Kottayam,, Arunmemunda ,4052, 8589866225, 686001,Kerala,Al-Ameen Tyres
MAXXIS, Geekutty Kurian,Kottayam,," Vadavathoor, kottayam ",4221, 9446575165, 686010,Kerala,Aranco Wheel care & Tyres
MAXXIS, Linu,Kottayam,," Chalakuzhy Building, Pulimoodu Junction, MC Road, Kerala, Kottayam ",4106, 9447355765, 686006,Kerala,CM Kurian and Company
MAXXIS, Ranjith,Kottayam,, adichira junction ,4103, 7669928293, 686630,Kerala,Colours Auto Traders
MAXXIS, Shafi,Kottayam,, Kummanam ,4115, 7012308011, 686005,Kerala,G M Tyres
MAXXIS, Tinto,kottayam,," XI/195M.D. Commercial Centre, Kottayam-Kumily Rd, Kottayam, Kerala ",4096, 0481231065, 686001,Kerala,Ideal Tyres
MAXXIS, Jimson,Kottayam,, Kallara ,4132, 4722863090, 686611,Kerala,Koyikkal Tyres
MAXXIS, tom,Kottayam,," Mundupalam Jn Pala, Kerala ",4091, 9746082031, 686575,Kerala,Manjakadambil tyres
MAXXIS, Anu,Kottayam,," Pulimood Junction, Kottayam Ho, Kottayam ",4089, 9400684075, 686001,Kerala,National Traders
MAXXIS, Jose,Kottayam,, MC Road ,4123, 9947151495, 686503,Kerala,Parapilly Tyres
MAXXIS, Shafi,kottayam,, medical college road kottayam ,4060, 8954222422, 686008,Kerala,Shafi tyres
MAXXIS, BENNY,Kottayam,," Kottayam-Kumily Rd, Kanjirappally, Kottayam ",4053, 9496670698, 686555,Kerala,SM Tyres
MAXXIS, Raju Nr,Kottayam,, Pannimattom ,2876, 9747111989, 686533,Kerala,Surya Tyres
MAXXIS, RAJEEV,Kottayam,," Karukachal Manimala Rd, Karukachal, Kottayam, Kerala ",4045, 9496986770, 686540,Kerala,Surya Tyress
MAXXIS, Thomas Thomas,Kottayam,," 7Th Mile, Velloor, Kottayam ",3486, 9447119127, 686516,Kerala,Thamaravelil Tyres(Tolins Tyres)
MAXXIS, SIBYCHAN,Kottayam,," M.C Road, Ettumanur ",4030, 9387111185, 686631,Kerala,TYRE LAND
MAXXIS, Paulose,Kottayam,, Ettumannor ,4122, 9446206211, 686631,Kerala,Velimattom Tyre
MAXXIS, Rajeev,KOTTAYAM,, MC ROAD KURAVILANGAD ,4140, 9447517409, 686633,Kerala,WHEEL CARE
MAXXIS, SUNNY,KOTTAYAM,," K.K ROAD , MANARCCAD ",4022, 9747296381, 686019,Kerala,Zion Traders
MAXXIS, Shaji,Malappuram,," Kottakkal Perinthalmanna Road, District Mallapuram, Opp IBP Fuel Pump, Padaparamba, Kerala ",4117, 9446685820, 676507,Kerala,Babas Tyres
MAXXIS, RASHEEM,MALAPPURAM,," MS BUILDING, , 25/260 AB, DOWN HILL, MALAPPURAM",4803, 9846422466, 676519,Kerala,DAYBRO MOTORS LLP
MAXXIS, Sarath,Malappuram,," Kottakkal - Perinthalmanna Road , Chattiparamb",4250, 9544152905, 676504,Kerala,Essar tyres
MAXXIS, Sudhi,MALAPPURAM,, EDAKKARA ,4148, 9961224155, 679331,Kerala,ST TYRES
MAXXIS, FARFATH,MALAPPURAM,," mukkam road , arecode",4028, 9745540311, 673639,Kerala,Tyre World
MAXXIS, Ummer,Malapuram,," Ooty-Calicut rd, Nilambur ",4118, 9846709747, 679329,Kerala,Fargo Tyres
