appointment_booking_url,brand,brand_website_store_url,district,email_id,full_address,google_maps_direction_url,manufacturer_unique_id,michelin_certified_centre,phone_number,pincode,state,store_name,website
,MICHELIN,"https://www.michelin.in/auto/dealers/ajinkya-tyres6?search=Akola,%20Maharashtra,%20India",Akola,,"VILAS NAGAR COTTON MARKET ROAD, AMRAVATI444602 AMRAVATI","https://www.google.com/maps?daddr=20.934654,77.75503",723127069,1, 9420833002,,,AJINKYA TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/plus-tyres9?search=Akola,%20Maharashtra,%20India",Akola,,"Rind Road, Near Kshitij Mangal Karyalaya, Navsari, Amravati,444604 Amravati","https://www.google.com/maps?daddr=20.972149,77.74076",912225069,0, 9096459076,,,PLUS TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/gupta-tyro-zone?search=Akola,%20Maharashtra,%20India",Akola,,"IRWIN CHOWK, CAMP ROAD, AMRAVATI444601 AMRAVATI","https://www.google.com/maps?daddr=20.933832,77.76185",539345069,1, 9823063767,,,GUPTA TYRO ZONE,
,MICHELIN,"https://www.michelin.in/auto/dealers/murli-trading-co9?search=Akola,%20Maharashtra,%20India",Akola,,"CHANDRA BHAWAN, WALCUT COMPOUND, MORSHI ROAD444601 WALGAON","https://www.google.com/maps?daddr=20.93776,77.765495",460669069,1, 9822231296,,,MURLI TRADING CO,
,MICHELIN,"https://www.michelin.in/auto/dealers/vedika-tyres-and-auto-workshop?search=Akola,%20Maharashtra,%20India",Akola,,"GUT NO 56/57 ,PLOT NO 44/2,CHIKHALI ROAD , SANT GADGE NAGAR,SUNDARKHED ,BULDHANA443001 JALGAON","https://www.google.com/maps?daddr=20.52,76.21",731827069,1, 7720051713,,,VEDIKA TYRES AND AUTO WORKSHOP,
,MICHELIN,"https://www.michelin.in/auto/dealers/tulsi-tyres-2r-wholesaler32?search=Dhule,%20Maharashtra,%20India",Dhule,,"A - 22, MIDC, UDYOGANAGAR, MALEGAON ROAD, DHULIA, MAHARASHTRA,424311 DHULIA","https://www.google.com/maps?daddr=20.8556,74.77915",723024069,1, 9527348468,,,TULSI TYRES 2R WHOLESALER,
https://www.tyres-n-services.in/dealers/dhule/michelin-tyres-services-wasava-tyres-dhule-highway/appointment?fitter=5f1ecaca65fc7334a8b9d2f9&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/wasava-tyre-works94?search=Dhule,%20Maharashtra,%20India",Dhule,,"MUMBAI-AGRA ROAD,AWADHAN,DHULIA424311 DHULE","https://www.google.com/maps?daddr=20.855,74.765",726374069,1, 7303885759,,,WASAVA TYRE WORKS,https://www.tyres-n-services.in/dealers/dhule/michelin-tyres-services-wasava-tyres-dhule-highway
,MICHELIN,"https://www.michelin.in/auto/dealers/raka-tyres?search=Dhule,%20Maharashtra,%20India",Dhule,,LODHA MARKET SANGMESHWAR SATANA ROAD MALEGAON423203 MALEGAON,"https://www.google.com/maps?daddr=20.555769,74.52273",400053069,1, 9420483990,,,RAKA TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/perfect-tyres5?search=Dhule,%20Maharashtra,%20India",Dhule,,"Collector Zone, Mosampuli423203 Malegaon","https://www.google.com/maps?daddr=20.550762,74.52388",628153069,1, 9822391190,,,Perfect Tyres,
,MICHELIN,"https://www.michelin.in/auto/dealers/new-sonai-tyres?search=Dhule,%20Maharashtra,%20India",Dhule,,SHOP NO.23 SUVARNATAI DESHMUKH COMPLEX BHADGAON ROAD424101 CHALISGAON,"https://www.google.com/maps?daddr=20.462746,75.00767",400123069,1, 9421586052,,,NEW SONAI TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/anand-agencies?search=Dhule,%20Maharashtra,%20India",Dhule,,"15TH MUN, SHOPPING CENTRE, SHIVAJI CHOWK CHARPHATA SATANA423301 NASHIK","https://www.google.com/maps?daddr=20.598225,74.203255",140903069,1, 02555-223155,,,Anand  Agencies,
,MICHELIN,"https://www.michelin.in/auto/dealers/shree-sai-tyres-and-services3?search=Dhule,%20Maharashtra,%20India",Dhule,,"Rajiv Gandhi Complex, Shop No 48, Station Road, Nandurbar HO,425412 NANDURBAR","https://www.google.com/maps?daddr=21.35664,74.24618",757061069,0, 9325086474,,,SHREE SAI TYRES AND SERVICES,
,MICHELIN,"https://www.michelin.in/auto/dealers/new-asha-tyres?search=Dhule,%20Maharashtra,%20India",Dhule,,"SHOP NO -5 AND 6, MALARA MARKET, OPP OLD BUS STAND JALGAON (MCL)425001 JALGAON","https://www.google.com/maps?daddr=21.006556,75.564606",400015069,1, 7709778177,,,NEW ASHA TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/raka-tyre-house7?search=Dhule,%20Maharashtra,%20India",Dhule,,"NAVI PETH, CHITRA CHOWK, JALGAON425001 JALGAON","https://www.google.com/maps?daddr=20.998,75.567",330691069,1, 0257-2240400,,,RAKA TYRE HOUSE,
https://www.tyres-n-services.in/dealers/jalgaon/michelin-tyres-services-raisoni-brothers-jalgaon-collectorate/appointment?fitter=5d121de50dae941561e03abb&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/raisoni-brothers6?search=Dhule,%20Maharashtra,%20India",Dhule,,"Shop No. 34, 35, Sureshdada Shopping Complex, Ajintha Choufully425001 JALGAON","https://www.google.com/maps?daddr=21.016,75.565",132194069,1, 9711993037,,,RAISONI BROTHERS,https://www.tyres-n-services.in/dealers/jalgaon/michelin-tyres-services-raisoni-brothers-jalgaon-collectorate
,MICHELIN,"https://www.michelin.in/auto/dealers/new-m-a-tyres9?search=Dhule,%20Maharashtra,%20India",Dhule,,"CS NO 3820, NEAR PANCHAYAT SAMITI,  VINCHUR ROAD, YEOLA423401 YEVLA","https://www.google.com/maps?daddr=20.04948,74.48662",756114069,0, 9850592486,,,NEW M.A. TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/sharma-tyres0?search=Delhi,%20India",Delhi,,"SHOP NO -4, (G.F), D-6/19, SEC-6, ROHINI DELHI110085 DELHI","https://www.google.com/maps?daddr=28.714455,77.11219",330888069,1, 8447055617,,,SHARMA TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/deep-tyres7?search=Delhi,%20India",Delhi,,"C - 581, Saraswati Vihar, Outer Ring Road, Delhi110034 Delhi","https://www.google.com/maps?daddr=28.699078,77.12238",140373069,1, 011-270130355,,,Deep Tyres,
,MICHELIN,"https://www.michelin.in/auto/dealers/sethi-tyres5?search=Delhi,%20India",Delhi,,"G/1, AMBA TOWER, DC CHOWK SEC-9, ROHINI NORTH DELHI DELHI110085 DELHI","https://www.google.com/maps?daddr=28.71868,77.12537",607845069,1, 9999752057,,,SETHI TYRES,
https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-gupta-tyre-house-sector-24/appointment?fitter=5d12219f0dae941561e041dd&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/gupta-tyer-house4?search=Delhi,%20India",Delhi,,"House No -285, G.F Pkt-8, Sector-24, Delhi110085 Delhi","https://www.google.com/maps?daddr=28.728453,77.088104",425008069,1, 8929100575,,,Gupta Tyre House,https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-gupta-tyre-house-sector-24
https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-car-service-okara-wheel-care-pitampura/appointment?fitter=5d1220150dae941561e03edf&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/okara-wheel-care?search=Delhi,%20India",Delhi,,"313, RAJDHANI ENCLAVE,PITAMPURA,DELHI110034 DELHI","https://www.google.com/maps?daddr=28.68562,77.13409",329817069,1, 8929100529,,,OKARA WHEEL CARE,https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-car-service-okara-wheel-care-pitampura
,MICHELIN,"https://www.michelin.in/auto/dealers/bombay-tyres-pcr-punjabi-bagh6?search=Delhi,%20India",Delhi,,"35, NORTH WEST AVENUE, PUNJABI BAGH EXTENSION, NEW DELHI,110026 DELHI","https://www.google.com/maps?daddr=28.666925,77.12087",723116069,1, 9313552515,,,BOMBAY TYRES PCR  ( PUNJABI BAGH ),
,MICHELIN,"https://www.michelin.in/auto/dealers/s-s-dua-sons5?search=Delhi,%20India",Delhi,,"B1/223, NEW MOTINAGAR WAST DELHI110015 DELHI","https://www.google.com/maps?daddr=28.664,77.1404",723111069,1, 9818912111,,,S S DUA & SONS,
https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-derick-impex-moti-nagar/appointment?fitter=5d121acd0dae941561e034a2&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/derick-impex?search=Delhi,%20India",Delhi,,"Ground Floor, A207, Main Patel Road, New Moti Nagar, West Delhi110015 New Motinagar","https://www.google.com/maps?daddr=28.66114,77.14291",140799069,1, 9999869234,,,Derick Impex,https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-derick-impex-moti-nagar
,MICHELIN,"https://www.michelin.in/auto/dealers/chakra-wheels-and-tires-llp2?search=Delhi,%20India",Delhi,,"PLOT NO 70, NAJAFGARH ROAD, IND AREA, MOTINAGAR110015 DELHI","https://www.google.com/maps?daddr=28.6603,77.1467",723113069,1, 9999995998,,,CHAKRA WHEELS AND TIRES LLP,
https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-wheels-north-outer-ring-road/appointment?fitter=5d12217d0dae941561e04199&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/wheels-north?search=Delhi,%20India",Delhi,,"Ground Floor, G-133, Pushkar Enclave Outer Ring Road, New Delhi110063 Delhi","https://www.google.com/maps?daddr=28.641241,77.08281",427590069,1, 8929100571,,,Wheels North,https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-wheels-north-outer-ring-road
,MICHELIN,"https://www.michelin.in/auto/dealers/nangia-s-tyre-junction-regd?search=Delhi,%20India",Delhi,,"54/57, OPP METRO PILLAR NO 553110018 DELHI","https://www.google.com/maps?daddr=28.63427,77.0845",327746069,1, 9971270271,,,NANGIA'S TYRE JUNCTION (REGD),
,MICHELIN,"https://www.michelin.in/auto/dealers/bindra-tyre-shoppe?search=Delhi,%20India",Delhi,,"2&3, D-169,FATEH NAGAR,JAIL ROAD,NEW DELHI110018 DELHI","https://www.google.com/maps?daddr=28.631752,77.098694",131728069,1, 9810037865,,,BINDRA TYRE SHOPPE,
,MICHELIN,"https://www.michelin.in/auto/dealers/luxmi-tyres2?search=Delhi,%20India",Delhi,,"A-6, KH NO 37/21/46/1, BRAHM PURI RANHOLLA NANGLOI110041 DELHI","https://www.google.com/maps?daddr=28.655172,77.036255",723105069,1, 9999134929,,,LUXMI TYRES,
https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-liberty-tyres-model-town/appointment?fitter=5d1220c30dae941561e0402b&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/liberty-tyres?search=Delhi,%20India",Delhi,,"B - 5, DERAWAL NAGAR,NEAR DOUBLE PETROL PUMP,DELHI,110009 DELHI","https://www.google.com/maps?daddr=28.703201,77.192085",132157069,1, 8929100549,,,LIBERTY TYRES,https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-liberty-tyres-model-town
,MICHELIN,"https://www.michelin.in/auto/dealers/rreliance-tyres6?search=Delhi,%20India",Delhi,,"WZ -33 A/6, SHOP NO -6 G/F, MAIN JANKPURI ROAD VIRENDER NAGAR110058 DELHI","https://www.google.com/maps?daddr=28.62367,77.09768",723110069,1, 9810033899,,,RRELIANCE TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/new-quality-tyres?search=Delhi,%20India",Delhi,,"CB - 203, RING ROAD, NARAINA, NEXT TO PETROL PUMP, DELHI, NEW DELHI110028 DELHI","https://www.google.com/maps?daddr=28.625206,77.132126",131712069,1, 9212029599,,,NEW QUALITY TYRES PCR,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-shoppe5?search=Delhi,%20India",Delhi,,"CB 385 A, Indira Market Ring Road  Delhi110028 DELHI","https://www.google.com/maps?daddr=28.623499,77.13531",638913069,1, 9811086826,,,TYRE SHOPPE,
,MICHELIN,"https://www.michelin.in/auto/dealers/guru-kripa-tyre-shoppe?search=Delhi,%20India",Delhi,,"160 WEST MUKHERJEE NAGAR, PARMANAND CHOWK KINGSWAY CAMP ROAD, DELHI110009 DELHI","https://www.google.com/maps?daddr=28.6962,77.1999",409320069,1, 9818574431,,,GURU KRIPA TYRE SHOPPE,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyres-n-wheels?search=Delhi,%20India",Delhi,,"Plot No -9, Shop No -1, G/F, Main Dabri Palam Road Harijan Basti Dabri New Delhi110045 Delhi","https://www.google.com/maps?daddr=28.609217,77.08287",432998069,1, 9990888295,,,Tyres N Wheels,
https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-rana-tyres-karol-bagh/appointment?fitter=5d121c640dae941561e037c4&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/rana-tyres?search=Delhi,%20India",Delhi,,"Shop No. 7, Building No. 888,East Park Road,Karol Bagh New Delhi110005 New Delhi","https://www.google.com/maps?daddr=28.650347,77.19503",132161069,1, 9953884139,,,RANA TYRES,https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-rana-tyres-karol-bagh
,MICHELIN,"https://www.michelin.in/auto/dealers/kanwal-tyre-delhi0?search=Delhi,%20India",Delhi,,"1695, ARYA SAMAJ ROAD, KAROL BAGH, CENTRAL DELHI110005 DELHI","https://www.google.com/maps?daddr=28.64727,77.19467",755788069,1, 9899999936,,,KANWAL TYRE (DELHI),
,MICHELIN,"https://www.michelin.in/auto/dealers/new-krishna-tyres8?search=Delhi,%20India",Delhi,,"Shop No. 90,91,92, Azad Market, Patiala Road, Rajpura Town, Punjab140401 Rajpura","https://www.google.com/maps?daddr=28.663687,77.209564",431241069,1, 9815547024,,,New Krishna Tyres,
https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-tyres-planet-dwarka/appointment?fitter=5d121ca70dae941561e0384c&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/tyres-planet7?search=Delhi,%20India",Delhi,,"E-561, SECTOR- 6&7, RAMPHAL CHOWK,NEAR CITY MALL,DWARKA,DELHI,110015 DELHI","https://www.google.com/maps?daddr=28.604038,77.04445",132159069,1, 9899888407,,,TYRES PLANET,https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-tyres-planet-dwarka
,MICHELIN,"https://www.michelin.in/auto/dealers/promark-tyre-india-private-limited?search=Delhi,%20India",Delhi,,"GROUND FLOOR, SHOP NO 5, RZ-A1/25, KH NO 83/9, MUNSHI RAM COMPLEX, MAIN ROAD MAHAVIR ENCLAVE, PALAM COLONY, SOUTH WEST DELHI110045 DELHI","https://www.google.com/maps?daddr=28.589537,77.07683",702835069,1, 9999992202,,,PROMARK TYRE INDIA PRIVATE LIMITED,
,MICHELIN,"https://www.michelin.in/auto/dealers/auto-shoppe?search=Delhi,%20India",Delhi,,"SHOP NO. 38, PRITHVIRAJ MARKET, NEAR KHAN  MARKETNEW DELHI110003 DELHI","https://www.google.com/maps?daddr=28.614,77.209",131710069,1, 9818392506,,,AUTO SHOPPE,
,MICHELIN,"https://www.michelin.in/auto/dealers/embassy-tyres?search=Delhi,%20India",Delhi,,"SHOP NO. 2, BE - 359A, GALI No. 1,HARI NAGAR,NEW DELHI,110064 DELHI","https://www.google.com/maps?daddr=28.835,77.092",131723069,1, 9810019815,,,EMBASSY TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/vikas-service-station7?search=Delhi,%20India",Delhi,,"GF, NEAR GUEST HOUSE, MAIN ROAD ALIPUR, NORTH WEST DELHI110036 DELHI","https://www.google.com/maps?daddr=28.842209,77.08991",757064069,0, 8587888148,,,VIKAS SERVICE STATION,
,MICHELIN,"https://www.michelin.in/auto/dealers/aman-tyre-shop?search=Delhi,%20India",Delhi,,"H.NO 839 A/3, POLE 276, HAIBAT PURA, NAJAFGARH, SOUTH WEST DELHI110043 DELHI","https://www.google.com/maps?daddr=28.613817,76.981224",330869069,1, 9313553896,,,AMAN TYRE SHOP,
,MICHELIN,"https://www.michelin.in/auto/dealers/jindal-trading-co22?search=Delhi,%20India",Delhi,,"2388, ALIPUR ROAD, NARELA, DELHI110040 DELHI","https://www.google.com/maps?daddr=28.84381,77.08944",757065069,0, 9210897507,,,JINDAL TRADING CO,
,MICHELIN,"https://www.michelin.in/auto/dealers/pushpa-wheels?search=Delhi,%20India",Delhi,,"KHERA MORE, GOPAL NAGAR, NAJAFGARH, NEW DELHI110043 DELHI","https://www.google.com/maps?daddr=28.611256,76.975555",131713069,1, 9212565710,,,PUSHPA WHEELS,
,MICHELIN,"https://www.michelin.in/auto/dealers/mahabir-tyres?search=Delhi,%20India",Delhi,,"SHOP NO G-14, PALLIKA BHAWAN, NEW DELHI110066 DELHI","https://www.google.com/maps?daddr=28.571178,77.184326",732848069,1, 9910010100,,,MAHABIR TYRES,
https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-mahavir-tyre-house-rk-puram/appointment?fitter=5ecbbce65071953c668c023e&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/mahavir-tyre-house68?search=Delhi,%20India",Delhi,,"B-10,PALIKA BHAVAN,R.K PURAM,SECTOR-13,110066 DELHI","https://www.google.com/maps?daddr=28.571,77.184",723061069,1, 8929100538,,,MAHAVIR TYRE HOUSE,https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-mahavir-tyre-house-rk-puram
,MICHELIN,"https://www.michelin.in/auto/dealers/goodluck-tyres?search=Delhi,%20India",Delhi,,"PLOT NO -1, KH NO 43/2/1, GROUND FLOOR ARYA SAMAJ ROAD RAJEEV COLONY110040 DELHI","https://www.google.com/maps?daddr=28.857027,77.091866",131715069,1, 9958013510,,,GOOD LUCK TYRE & WHEELS,
,MICHELIN,"https://www.michelin.in/auto/dealers/auto-gallery4?search=Delhi,%20India",Delhi,,"G-34, PALIKA BHAVAN, OPP. HYATT REGENCY HOTEL, R.K. PURAM, SECTOR-12110066 NEW DELHI","https://www.google.com/maps?daddr=28.55647,77.176",701271069,1, 9910052050,,,AUTO GALLERY,
,MICHELIN,"https://www.michelin.in/auto/dealers/continental-car-scanners?search=Delhi,%20India",Delhi,,"21, Mohan Singh Market, (Behind INA Market)110023 DELHI","https://www.google.com/maps?daddr=28.573696,77.21137",437128069,1, 9250488765,,,CONTINENTAL CAR SCANNERS,
,MICHELIN,"https://www.michelin.in/auto/dealers/jain-tyre-trading-co?search=Delhi,%20India",Delhi,,"Parnala Road, Near Bus Stand124507 Bahadurgarh","https://www.google.com/maps?daddr=28.68,76.92",140924069,1, 9810518535,,,Jain Tyre Trading Co,
,MICHELIN,"https://www.michelin.in/auto/dealers/balaji-motors?search=Delhi,%20India",Delhi,,"C-551, NEAR SHIV MANDIR, TRANSFORMERMAIN 100 FOOT ROAD ,EAST BABARPURSAHADARADELHI,110032 DELHI","https://www.google.com/maps?daddr=28.687,77.292",132076069,1, 9212632595,,,BALAJI MOTORS,
https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-madaan-tyre-house-krishna-nagar/appointment?fitter=5d121be40dae941561e036cc&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/madaan-tyre-house39?search=Delhi,%20India",Delhi,,"C-60 EAST KRISHNA NAGAR DELHI DELHI,110051 DELHI","https://www.google.com/maps?daddr=28.661386,77.28689",726394069,1, 9999819338,,,MADAAN TYRE HOUSE,https://www.tyres-n-services.in/dealers/delhi/michelin-tyres-services-madaan-tyre-house-krishna-nagar
,MICHELIN,"https://www.michelin.in/auto/dealers/south-delhi-tyres09?search=Delhi,%20India",Delhi,,"204/2, AYA NAGAR, SOUTH DELHI110030 DELHI","https://www.google.com/maps?daddr=28.55944,77.2067",765657069,0, 9811080118,,,SOUTH DELHI TYRES,
https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-south-delhi-tyres-green-park-market/appointment?fitter=5d121ef10dae941561e03cad&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/south-delhi-tyres0?search=Delhi,%20India",Delhi,,"C-1/3-4, GREEN PARK EXTENSON, NEW DELHI110016 DELHI","https://www.google.com/maps?daddr=28.559435,77.206696",460705069,1, 8588897228,,,SOUTH DELHI TYRES,https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-south-delhi-tyres-green-park-market
,MICHELIN,"https://www.michelin.in/auto/dealers/high-speed-tyres-and-batteries?search=Delhi,%20India",Delhi,,"47, MOHAN PARK, OPP. RADHU PALACE CINEMA, DELHI110092 DELHI","https://www.google.com/maps?daddr=28.639826,77.28348",131695069,1, 9811868609,,,HIGH SPEED TYRE & BATTERY,
https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-bk-tyres-lajpat-nagar/appointment?fitter=5d1221390dae941561e04111&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/b-k-tyres?search=Delhi,%20India",Delhi,,"A1 / 108, Lajpat Nagar I, NEW DELHI110024 DELHI","https://www.google.com/maps?daddr=28.57355,77.239044",437119069,1, 8929100563,,,B. K. TYRES,https://www.tyres-n-services.in/dealers/new-delhi/michelin-tyres-services-bk-tyres-lajpat-nagar
,MICHELIN,"https://www.michelin.in/auto/dealers/the-tyre-plaza?search=Delhi,%20India",Delhi,,"B-113 LAJPAT NAGAR PART1,NEAR DEFENCE COLONY FLYOVER,NEW DELHI110024 DELHI","https://www.google.com/maps?daddr=28.571,77.236",131709069,1, 9716086906,,,THE TYRE PLAZA,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-gallery7?search=Delhi,%20India",Delhi,,"GT ROAD, PIO MANIYARI, NEAR TDI MALL, KUNDLI, SONIPAT, HARYANA131028 SONIPAT","https://www.google.com/maps?daddr=28.884962,77.11767",330721069,1, 9416015201,,,TYRE GALLERY PCR,
,MICHELIN,"https://www.michelin.in/auto/dealers/turbo-tyres?search=Delhi,%20India",Delhi,,"SHOP NO 9 AND 10, PARMESH BUSINESS CENTRE I, KARKARDOMA COMPLEX, EAST DELHI110092 DELHI","https://www.google.com/maps?daddr=28.69041,77.30894",616044069,1, 9873288088,,,TURBO TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/kumar-services147?search=Delhi,%20India",Delhi,,"E - 10, PANDAV NAGAR, PATPARGANJ, NEW DELHI110091 DELHI","https://www.google.com/maps?daddr=28.616558,77.28761",726395069,1, 9582135884,,,KUMAR SERVICES,
,MICHELIN,"https://www.michelin.in/auto/dealers/shyam-battery-and-tyres1?search=Delhi,%20India",Delhi,,"FIRST FLOOR, 486/1, PLOT NO 26A, G.T ROAD, DILSHAD GARDEN EAST DELHI110095 DELHI","https://www.google.com/maps?daddr=28.67628,77.31843",611598069,1, 9650421880,,,SHYAM BATTERY AND TYRES,
,MICHELIN,"https://www.michelin.in/auto/dealers/dahiya-tyre-sole2?search=Delhi,%20India",Delhi,,"OPP. DEVILAL PARK, DELHI-ROHTAK ROAD, VILLAGE SANKHOL, BAHADURGARH124507 BAHADURGARH","https://www.google.com/maps?daddr=28.692415,76.881584",460684069,1, 9813630207,,,DAHIYA TYRE SOLE,
,MICHELIN,"https://www.michelin.in/auto/dealers/mahavir-tyre-shopee?search=Delhi,%20India",Delhi,,"161, B/9, Vasant Kunj Opp Church Delhi Delhi110070 New Delhi","https://www.google.com/maps?daddr=28.516342,77.159706",330775069,1, 9910010100,,,Mahavir Tyre Shopee,
,MICHELIN,"https://www.michelin.in/auto/dealers/the-tyre-x-india96?search=Delhi,%20India",Delhi,,"SHOP NO.3, AKASH TOWER, SAVITA VIHAR, NEW DELHI110092 DELHI","https://www.google.com/maps?daddr=28.661,77.319",723026069,1, 8700773541,,,THE TYRE'X INDIA,
,MICHELIN,"https://www.michelin.in/auto/dealers/gandhi-motor-store?search=Delhi,%20India",Delhi,,"SHOP NO. 35, JAGANNATH MARKET, ASHRAM CHOWK, NEW DELHI110065 DELHI","https://www.google.com/maps?daddr=28.567812,77.26165",327830069,1,,,,GANDHI MOTOR STORE,
,MICHELIN,"https://www.michelin.in/auto/dealers/tyre-villa?search=Delhi,%20India",Delhi,,"C-127, SHOP NO-1110028 DELHI","https://www.google.com/maps?daddr=28.628126,77.329834",327769069,1,,,,TYRE VILLA,
,MICHELIN,"https://www.michelin.in/auto/dealers/singh-shoppe?search=Delhi,%20India",Delhi,,"D-584, CHITTARANJAN PARK, NEW DELHI110019 DELHI","https://www.google.com/maps?daddr=28.535,77.251",131702069,1, 9971099239,,,SINGH SHOPPE,
,MICHELIN,"https://www.michelin.in/auto/dealers/jai-hind-solutions99?search=Delhi,%20India",Delhi,,"PLOT NO -162, NEAR BAWANA INDUSTRIAL AREA VILLAGE SULTANPUR DABAS NORTH WEST DELHI110039 DELHI","https://www.google.com/maps?daddr=28.49497,77.165726",723103069,1, 9013010188,,,JAI HIND SOLUTIONS,
,MICHELIN,"https://www.michelin.in/auto/dealers/shree-shyam-tyre-shoppe?search=Delhi,%20India",Delhi,,"Plot No.1 G/F, KH NO.48/21 NANGLOI,110073 DELHI","https://www.google.com/maps?daddr=28.57093,76.90583",327702069,1,,,,SHREE SHYAM TYRE SHOPPE,
https://www.tyres-n-services.in/dealers/gurugram/michelin-tyres-services-zig-wheels-sikanderpur/appointment?fitter=5d1221060dae941561e040ab&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/zig-wheels7?search=Delhi,%20India",Delhi,,"1-4, ZIG WHEELS, MEHRAULI TURN CYBER CITY, SIKANDERPUR GURGAON, HARYANA122001 GURGAON","https://www.google.com/maps?daddr=28.485115,77.09564",723009069,1, 8929100557,,,ZIG WHEELS,https://www.tyres-n-services.in/dealers/gurugram/michelin-tyres-services-zig-wheels-sikanderpur
https://www.tyres-n-services.in/dealers/gurugram/michelin-tyres-services-mahadev-tyre-house-sector-18/appointment?fitter=5d121e750dae941561e03bbc&utm_source=michelin&utm_medium=dealerlocator&utm_campaign=bookappointment,MICHELIN,"https://www.michelin.in/auto/dealers/mahadev-tyre-house85?search=Delhi,%20India",Delhi,,"SECTOR 17 - 18 LINK ROAD,NEAR MGF TOYOTA WORKSHOP,SECTOR - 18,GURGAON,122001 GURGAON","https://www.google.com/maps?daddr=28.485977,77.05968",726393069,1, 9711983130,,,MAHADEV TYRE HOUSE,https://www.tyres-n-services.in/dealers/gurugram/michelin-tyres-services-mahadev-tyre-house-sector-18
,MICHELIN,"https://www.michelin.in/auto/dealers/chhabra-tyres?search=Delhi,%20India",Delhi,,37 OM NAGAR SAHIBABAD GHAZIABAD201007 GHAZIABAD,"https://www.google.com/maps?daddr=28.682257,77.355446",399394069,1, 9810904500,,,CHHABRA TYRES,
