brand,district,email_id,full_address,goodyear_zone,manufacturer_unique_id,phone_number,pincode,state,store_name,website
Good Year,,"
								  nitish6070@yahoo.com								  ","Near New bus stand,Naya bazar,Buxar",0,,7870707079,,,RAHUL AUTOMATIC CENTRE,https://www.goodyear.co.in/store/rahul-automatic-centre
Good Year,,"
								  safewheels.batteries@gmail.com								  ","SHOP NO- 321/2, OPP POWER HOUSE, M.G. ROAD, NEAR GURUGRAM BUS STAND, GURUGRAM, HARYANA- 122001",0,,01171568601,,,SAFE WHEELS AND BATTERIES,https://www.goodyear.co.in/store/safe-wheels-and-batteries
Good Year,,,"Shop No.2, Sukriti Co-Operative Housing Society, Samata Nagar No. 2, Opposite J.K. Gram, Kusumagraj Marg, Samata Nagar, Thane West,",0,,9821671040,,,SABARI TYRES,https://www.goodyear.co.in/store/sabari-tyres
Good Year,,"
								  lovelykhan@gmail.com								  ","ECR JUNCTION,PATTINAM KATHAN,RAMANATHAPURAM",0,,8778334247,,,SA AUTOMOBILE CLINIC,https://www.goodyear.co.in/store/sa-automobile-clinic
Good Year,,,"NEAR VP MAGNUS HOSPITAL, BINNAMANGALA, NELAMANGALA, BANGALORE RURAL, KARNATAKA- 562123",0,,,,,S.M. ENTERPRISES,https://www.goodyear.co.in/store/s-m-enterprises
Good Year,,"
								  skandsons@rediffmail.com								  ","Rajpura Chauraha, opp.Reliance Petrol Pump, Bhadohi",0,,9919091544,,,S.K.& SONS,https://www.goodyear.co.in/store/s-k-sons
Good Year,,,"NH-11, JAIPUR ROAD, DAUSA, RAJASTHAN- 303303",0,,9828602796/9057238231,,,S.K. SHAFIK TYRE HOUSE,https://www.goodyear.co.in/store/s-k-shafik-tyre-house
Good Year,,"
								  sanjaysibsagar@gmail.com								  ","AT Road, Near ASTC bus stand, Sivasagar, State- Assam, PIN- 785640",0,,9435055618,,,S. S. TRADING,https://www.goodyear.co.in/store/s-s-trading
Good Year,,"
								  ramesh.gubale@gmail.com								  ","281/1/2,Vithal Nagar Pune Solapur Road Hadapsar Pune",0,,02071970106,,,S. R. Tyres,https://www.goodyear.co.in/store/s-r-tyres
Good Year,,,"GR FLOOR, SHOP NO-15, CNX BUILDING KALHER, BHIWANDI ROAD, RAJ LAXMI COMMERCIAL COMPLEX, VASAI, THANE, MAHARASHTRA",0,,0,,,SANSIYO TYRES IMPEX,https://www.goodyear.co.in/store/sansiyo-tyres-impex
Good Year,,"
								  nitin.patel@spctyre.com								  ","NO.12 ABHISHREE BUILDING, OPP. STAR BAZAR, SATTELITE",0,,9227227850,,,SHAH PATEL & CO ( SATELLITE )-BRO,https://www.goodyear.co.in/store/shah-patel-co-satellite-bro
Good Year,,"
								  sethimotorworks@gmail.com								  ","Bhawani ganj Ramnagar, Uttarakhand",0,,05947-251468,,,Sethi Tyre House,https://www.goodyear.co.in/store/sethi-tyre-house
Good Year,,"
								  info@seniortyres.com								  ","E-24/G, M.I.A. IInd PHASE BASNI, JODHPUR",0,,9413025000 / 9950434444,,,Senior Tyres,https://www.goodyear.co.in/store/senior-tyres
Good Year,,"
								  securesecure.in@gmail.com								  ",No:C-81/7 Shastri Road Thillai Nagar Trichy-,0,,9976380009,,,Secure Auto,https://www.goodyear.co.in/store/secure-auto
Good Year,,,"RZ C104, MAHAVIR VIHAR, SECTOR 1, DWARKA, NEW DELHI-110045",0,,#N/A,,,Satkartar Tyres,https://www.goodyear.co.in/store/satkartar-tyres
Good Year,,,"96, KARAN GALI MAIN 60FT ROAD, VISHWAS NAGAR, SHAHDARA, EAST DELHI-110032",0,,,,,Santosh Tyres,https://www.goodyear.co.in/store/santosh-tyres
Good Year,,"
								  sanjibdasbpt301@gmail.com								  ","R.J.P. ROAD, PARADA BAZAR, , ",0,,9435025183,,,SANJIB ENTERPRISES,https://www.goodyear.co.in/store/sanjib-enterprises
Good Year,,"
								  shivmotors2006@gmail.com								  ","GT NAGAR, AAI MATA ROAD",0,,9998705692,,,SHIV MOTORS,https://www.goodyear.co.in/store/shiv-motors
Good Year,,"
								  pradyumnagrawal97@gmail.com								  ","Duddhi Nagar,Rajendra nagar,nawada,Arrah",0,,9431070077/9304150577,,,SHEO NARAIAN LAL & CO,https://www.goodyear.co.in/store/sheo-naraian-lal-co
Good Year,,"
								  varindersharma1991@gmail.com								  ","Patiala Road, Bhawanigarh, Punjab",0,,9814531791,,,SHARMA TYRE HOUSE,https://www.goodyear.co.in/store/sharma-tyre-house
Good Year,,"
								  Ashishsethi72@Yahoo.Com								  ",Shop No. 1 B-34 Lajpat Nagar -1 New Delhi Delhi,0,,01171568672,,,Sham Tyre centre,https://www.goodyear.co.in/store/sham-tyres
Good Year,,"
								  navdeepranaspr@gmail.com								  ",54 Ambala Road Saharanpur,0,,9897080638,,,SHAKTI TYRES,https://www.goodyear.co.in/store/shakti-tyres-2
Good Year,,"
								  shivwheelcare@gmail.com								  ","OLD BTE PASS ROAD, SUMERPUR DIST. PALI ",0,,9828370132,,,SHIV WHEEL CARE,https://www.goodyear.co.in/store/shiv-wheel-care
Good Year,,"
								  amrutbhaipatel1445@gmail.com								  ","10-11, YOGESHWAR COMPLEX, NEAR-OLD PAL JAKAT NAKA, HAZIRA ROAD, ADAJAN",0,,9998220668 / 6353234930,,,SHAKTI TYRES,https://www.goodyear.co.in/store/shakti-tyres
Good Year,,"
								  shaktityreresole@gmail.com								  ",129 Tikona Park NIT Faridabad Haryana-,0,,9810219118,,,SHAKTI TYRE RESOLE,https://www.goodyear.co.in/store/shakti-tyre-resole
Good Year,,"
								  sindhauto@yahoo.com								  ","Bus Stand Katni, Madhya Pradesh, 483501",0,,9827226984/9300009001,,,Sindh Tyre,https://www.goodyear.co.in/store/sindh-tyre
Good Year,,,"KANNANKARA ESTATE, POOLANTHARA, SANTHGIRI P.O., TRIVANDRUM.",0,,9496814929,,,SIM ENTER PRISES,https://www.goodyear.co.in/store/sim-enter-prises
Good Year,,,"52-A, RAJPUR ROAD, DILARAM BAZAR, DEHRADUN, UTTARAKHAND- 248001",0,,0135-2741831,,,SILVERLINE AUTOMOBILES,https://www.goodyear.co.in/store/silverline-automobiles
Good Year,,"
								  raunak187@gmail.com								  ","Prakash Tower, Medical College Road, Khajanchi Chauraha, Gorakhpur,Uttar Pradesh",0,,7905135609,,,SHYAM TYRE HOUSE,https://www.goodyear.co.in/store/shyam-tyre-house
Good Year,,"
								  shyamgokul@gmail.com								  ","SARASWATI BUILDING, NEAR AS MOTOR, SALATWADA",0,,9825144137,,,SHYAM GOKUL,https://www.goodyear.co.in/store/shyam-gokul
Good Year,,"
								  patil87vinayak@gmail.com								  ",PETH SANGLI ROAD NEAR HP GAS A/P- ISLAMPUR,0,,8999861199,,,Shriram Tyres Sales & Service,https://www.goodyear.co.in/store/shriram-tyres-sales-service
Good Year,,"
								  srisaitraders.gorakhpur@gmail.com								  ","Hariom Nagar, Gorakhpur, Uttar Pradesh",0,,9628145525,,,SHRI SAI TRADERS,https://www.goodyear.co.in/store/shri-sai-traders
Good Year,,"
								  shrisaidistributor2015@gmail.com								  ","Bilandpur Near Paidleyganj Chauraha,Gorakhpur,Uttar Pradesh",0,,9918099967,,,SHRI SAI DISTRIBUTOR,https://www.goodyear.co.in/store/shri-sai-distributor
Good Year,,,"4140/A, SREE VENKATESWARA CENTRE, BASEMENT FLOOR, GANDHI BAZAAR CIRCLE, B.M. ROAD, HASSAN, KARNATAKA- 573201",0,,01872-268808,,,SREE VENKATESWARA SALES AND SERVICES (MARKETING),https://www.goodyear.co.in/store/sree-venkateswara-sales-and-services-marketing
Good Year,,"
								  spotwheelskasaragod@gmail.com								  ",Opposite APCO Showrooms M.P.Complex Indira Nagar Cherkala Kasaragod Kerala,0,,9995648549/8714494187/9496068539,,,Spot Wheel,https://www.goodyear.co.in/store/spot-wheel
Good Year,,"
								  spectrumtyres@gmail.com								  ",NO:32/1956 A Opposite Oberon Mall.Palarivottom Edapally Kochi Kerala,0,,9847034467,,,SPECTRUM TYRES AND SERVICES,https://www.goodyear.co.in/store/spectrum-tyres-and-services
Good Year,,"
								  southdelhityres@gmail.com								  ","PLOT NO- 204/2, AYA NAGAR, M.G. ROAD, BELOW ARJAN GARH METRO STATION, NEW DELHI- 110085",0,,01171568683,,,SOUTH DELHI TYRES,https://www.goodyear.co.in/store/south-delhi-tyres
Good Year,,"
								  sonatyres@gmail.com								  ",4/5/6 Datar Apartment Near Kannamwar Bridge Mumbai-Agra Highway Dwarka Nashik Nashik Maharashtra,0,,0253-2508501 2593625,,,Sona Tyres,https://www.goodyear.co.in/store/sona-tyres
Good Year,,"
								  somanir08@yahoo.com								  ","6, Townhall Road, Townhall, Udaipur ",0,,8003711766,,,SOMANI SALES,https://www.goodyear.co.in/store/somani-sales
Good Year,,,"10/40M,N,P, KP ROADTHURUTHIYIL Jn.,KARIMULACKAL, ALAPPUZHA,KERALA",0,,9746788927,,,SMART WHEELS,https://www.goodyear.co.in/store/smart-wheels
Good Year,,,"AGRIKALAN, NEAR GULMARG FILLING STATION, MAGAM, BUDGAM, JAMMU& KASHMIR- 193401",0,,9469410678,,,SKY TYRE EMPORIUM,https://www.goodyear.co.in/store/sky-tyre-emporium
Good Year,,"
								  philipvarghese333@hotmail.com								  ",Dev MILAN L.B.S MARG OPP. RAHEJA GARDENS THANE (W) MUMBAI -. THANE (W) MUMBAI Maharashtra,0,,9821552231,,,SUPREME TYRE & ACCESSORIES,https://www.goodyear.co.in/store/supreme-tyre-accessories
Good Year,,,"A.H. Building, Calicut Road, Varangode Down Hill, Malappuram- 676519",0,,9447644552,,,Super Agencies,https://www.goodyear.co.in/store/super-agencies
Good Year,,"
								  sunnytyrehouse@gmail.com								  ",B-110 SECTOR-64 NOIDA,0,,01171568598,,,Sunny Motors,https://www.goodyear.co.in/store/sunny-motors
Good Year,,,"THULASI COMPLEX, OPP DAYA PETROL PUMP, MELOOR P.O, NH KYILANDY, CALICUT, KERALA- 673306",0,,9846138421,,,SUNNDEEP TYRES,https://www.goodyear.co.in/store/sunndeep-tyres
Good Year,,"
								  lilatyreco@gmail.com								  ","NEAR BARKTULLAH KHAN SHOP NO.11, BABU RAJENDER MARG, PAL ROAD JODHPUR",0,,7222092220/7597320132,,,Suncity distributors,https://www.goodyear.co.in/store/suncity-distributors
Good Year,,,"Shop No. 1 & 2, Payas Apartment, Near KBT Engineering collage, Gangapur Road, Nashik",0,,9881301848,,,SUDARSHAN TYRES,https://www.goodyear.co.in/store/sudarshan-tyres
Good Year,,"
								  pavideepsingh2013@gmail.com								  ","Super market,Opposite Bishop school,Ranchi",0,,9113464046,,,SUKHMANI TYRES,https://www.goodyear.co.in/store/sukhmani-tyres
Good Year,,"
								  deepak50374@gmail.com								  ","Subhash Enterprises,Dhimrapur Chouk, Near Hotel Accord, Raigarh ,Chhattisgarh",0,,9300412178,,,SUBHASH ENTERPRISES,https://www.goodyear.co.in/store/subhash-enterprises
Good Year,,"
								  naseemkhan0931@gmail.com								  ",PILIKOTHI NEAR CORORATION BANK MIRZAPUR,0,,9919151131,,,THE TYRE SHOPEE,https://www.goodyear.co.in/store/the-tyre-shopee
Good Year,,,"2/2, ARS MANSION, NEW MICO ROAD, ADUGODI, BENGALORE, KARNATAKA- 560030",0,,9449556214,,,THE TYRE POINT,https://www.goodyear.co.in/store/the-tyre-point
Good Year,,,"Plot No 58, Kavuri Hills, HI Tech City, Near Ratnadeep Shopping Complex",0,,04071327402,,,The Stunnerz,https://www.goodyear.co.in/store/the-stunnerz
Good Year,,"
								  thakuriaautowheels@gmail.com								  ","KHANAMULKH, JALUKBARI, AIRPORT ROAD, GUWAHATI, KAMRUP",0,,9864174137,,,THAKURIA AUTO WHEELS,https://www.goodyear.co.in/store/thakuria-auto-wheels
Good Year,,"
								  tejtyreco@gmail.com								  ",Opp. Preet Cinema Link Road Ludhiana Punjab,0,,9653244444/9915300052,,,Tej Tyre Co,https://www.goodyear.co.in/store/tej-tyre-co
Good Year,,"
								  tauqeersarwar3@gmail.com								  ","Near bantwo Masjid, Taun Bantwo,Ward no-14, North lakhimpur,Assam-787031",0,,9954371847,,,T.S. TYRE SERVICE,https://www.goodyear.co.in/store/t-s-tyre-service
Good Year,,"
								  sushiltyres2009@gmail.com								  ","PLOT NO- 36, TRANSPORT NAGAR, JODHPUR, RAJASTHAN- 342005",0,,9950559740,,,SUSHIL TYRES,https://www.goodyear.co.in/store/sushil-tyres
Good Year,,"
								  tyresurjeet@gmail.com								  ","Shop No 447, Opp Taxi Stand, Jheel Chowk",0,,01171568671,,,Surjeet Tyre Retreading,https://www.goodyear.co.in/store/surjeet-tyre-retreading
Good Year,,"
								  rohitjainnoida@gmail.com								  ","SHOP NO-1, AUTO MARKET, SECTOR- 93, GHEZA, NOIDA, GAUTAM BUDHA NAGAR, UTTAR PRADESH- 201303",0,,9910003770,,,TYRE SHOPPE INDIA PVT LTD,https://www.goodyear.co.in/store/tyre-shoppe-india-pvt-ltd
Good Year,,"
								  tyreplus.faridabad@gmail.com								  ","5R5/6, NIT, Faridabad, Behind Saluja Petrol Pump, Faridabad",0,,01171568625,,,TYRE PLAZA,https://www.goodyear.co.in/store/tyre-plaza
Good Year,,"
								  daljeettony@gmail.com								  ","3/539, Vivek Khand 3, Gomti Nagar, Lucknow, Uttar Pradesh 226010",0,,01171568621,,,TYRE ON WHEELS,https://www.goodyear.co.in/store/tyre-on-wheels
Good Year,,"
								  tyreking34@gmail.com								  ","Shop No 34, Jagannnath Market, Mathura Road",0,,01161495536,,,TYRE KING,https://www.goodyear.co.in/store/tyre-king
Good Year,,"
								  tyrehub786@gmail.com								  ","Tilak Maidan road,Muzaffarpur",0,,9431461971,,,TYRE HUB,https://www.goodyear.co.in/store/tyre-hub
Good Year,,"
								  dileep.agarwal12@gmail.com								  ",MAIN ROAD ROUZA GHAZIPUR,0,,9415280867/8808888484,,,TYRE HOUSE,https://www.goodyear.co.in/store/tyre-house-2
Good Year,,"
								  tyrehousebahraich@gmail.com								  ","Mahsi Bus Stand, Near Tikonibagh Police Chowki, Lucknow Road, Bahraich, Uttar Pradesh 271801",0,,9918540888,,,TYRE HOUSE,https://www.goodyear.co.in/store/tyre-house
Good Year,,"
								  jjaiswal918@gmail.com								  ",CIVIL LINE NEAR SUDARSHAN DAS PETROL PUMP AZAMGARH,0,,9415271354,,,TYRE EMPORIUM,https://www.goodyear.co.in/store/tyre-emporium
Good Year,,,"Shappumpady Jn.,Muvattupuzha, Thodupuzha.",0,,9946062005,,,TYRE SURE,https://www.goodyear.co.in/store/tyre-sure
Good Year,,,"GROUND FLOOR, SHOP NO 1, K V N COMPLEX, 1 ST MAIN 1 ST BLOCK AKSHAYA NAGAR, RAMAMURTHY NAGAR, Bengaluru (Bangalore) Urban, Karnataka, 560016",0,,9632357728,,,TYRE WORLD( SHIVA SAI ENTERPRISES),https://www.goodyear.co.in/store/tyre-world-shiva-sai-enterprises
Good Year,,"
								  tyreworld@gmail.com								  ",II-A-42 Nehru Nagar Near Holy Child Chowk Vasant Road Ghaziabad (NCR),0,,01171568597,,,Tyre World Shopee,https://www.goodyear.co.in/store/tyre-world-shopee
Good Year,,"
								  mongia.prateek@gmail.com								  ",Infront of Hotel Sai Chhaya Inn Gahranala Rewa Road Satna Satna Madhyapradesh,0,,9425811638,,,Tyre World (Prateek Enterprises),https://www.goodyear.co.in/store/tyre-world-prateek-enterprises
Good Year,,"
								  tyre_world@rediffmail.com								  ",324/1 Napier Town Russal Chowk. Jabalpur Madhya Pradesh,0,,"0761-4040808, 9425151752",,,Tyre World,https://www.goodyear.co.in/store/tyre-world-2
Good Year,,"
								  tendulkartyresponda@gmail.com  ,  dashrath.repal@yahoo.com								  ",shop no S-2 & S-3 ground floor mayur plaza building karaswada mapusa bardez -Goa,0,,9822132757,,,Tyre World,https://www.goodyear.co.in/store/tyre-world
Good Year,,"
								  tyretuneupindore@gmail.com								  ",80 Mechanic Nagar Near Sayaji Hotel Indore. Indore Madhya Pradesh,0,,9826460600,,,Tyre Tune Up,https://www.goodyear.co.in/store/tyre-tune-up
Good Year,,,"NH-24, MILESTONE 10, GREEN BELT, INDIRAPURAM, GHAZIABAD, UTTAR PRADESH - 201011",0,,01161495532,,,TYRE STATION,https://www.goodyear.co.in/store/tyre-station
Good Year,,"
								  vishaltyrecentre@gmail.com								  ","NEAR PARSHURAM CHOWK, SIRSA, HARYANA- 125055",0,,9812009995,,,VISHAL TYRES CENTRE,https://www.goodyear.co.in/store/vishal-tyres-centre
Good Year,,,"N H 66, NADSAL, KANNANGAR BYPASS, PADUBIDRI",0,,9611475306,,,Wheel Centre,https://www.goodyear.co.in/store/wheel-centre
Good Year,,,"SHOP NO-1, DURANNI BLUILDING, ADDA BATAMALOO, SRINAGAR, J&K - 190009",0,,9419023005,,,WESTERN TYRE HOUSE,https://www.goodyear.co.in/store/western-tyre-house
Good Year,,,"80, INDRAPURI COLONY, INDORE, MADHYA PRADESH - 452001",0,,9893628800 / 0731-2529811,,,WASAVA TYRES,https://www.goodyear.co.in/store/wasava-tyres
Good Year,,"
								  waliaautostores@yahoo.in								  ",SCF: 23 SECTOR: 28C Chandigarh Chandigarh-,0,,01726768382,,,Walia Auto Stores,https://www.goodyear.co.in/store/walia-auto-stores
Good Year,,,kaalu puri chungi fly over road sonepat,0,,9050099775,,,A to Z tyres & Retraiding co.,https://www.goodyear.co.in/store/a-to-z-tyres-retraiding-co
Good Year,,"
								  wheelmartgurgaon@gmail.com								  ",Shop No. 1&2 Sector 17-18 Dividing Road opp. Pasco Body Shop Gurgaon Haryana,0,,01171568602,,,WHEEL MART,https://www.goodyear.co.in/store/wheel-mart
Good Year,,"
								  vikramtyresgoodyear@gmail.com								  ",10/840 Malviya Nagar Jaipur jaipur Rajasthan,0,,9829188008,,,Vikram Tyres,https://www.goodyear.co.in/store/vikram-tyres
Good Year,,,"SHOP NO 1, C9/35 SECTOR 8 ROHINI, NEW DELHI-110085",0,,01171568669,,,Vikas Enterprises,https://www.goodyear.co.in/store/vikas-enterprises
Good Year,,,"B-9, CENTRAL AUTO MARKET, SEC-16, NOIDA (U.P.)",0,,7840043333,,,A TO Z MOTORS,https://www.goodyear.co.in/store/a-to-z-motors
Good Year,,,Kilimanoor,0,,9447386828,,,A S Enterprises,https://www.goodyear.co.in/store/a-s-enterprises
Good Year,,,"Sector -2, Pocket -6, 308, DDA Flat Rohini",0,,9350381466 / 9810072521,,,A Plus Tyre Shopee,https://www.goodyear.co.in/store/a-plus-tyre-shopee
Good Year,,"
								  aptyre@gmail.com								  ","Tilaka manjhi chowk,Bhagalpur",0,,9334850313,,,A P TYRES,https://www.goodyear.co.in/store/a-p-tyres-2
Good Year,,"
								  lokesh1432@yahoo.com								  ",N0.168/J 18TH C MAIN ROAD 5TH BLOCK(NEAR VARIAR BAKERY)RAJAJINAGAR Bangalore Karnataka,0,,9481555720,,,6TH GEAR,https://www.goodyear.co.in/store/6th-gear
Good Year,,,"Near Court,Mavelikkara.",0,,,,,5th wheel,https://www.goodyear.co.in/store/5th-wheel
Good Year,,,"NEAR BSNL OFFICE, PLAVARA, PALODE, KERALA- 695562",0,,9447466600,,,360* WHEELS,https://www.goodyear.co.in/store/360-wheels
Good Year,,,"282,BMK Giri Nagar,opp-Kalkaji Bus Depot New Delhi",0,,9810016406,,,Aar Ess Tyre,https://www.goodyear.co.in/store/aar-ess-tyre
Good Year,,,"Truck Market, Shastri Nagar",0,,9646345700,,,Aar Cee Wheels,https://www.goodyear.co.in/store/aar-cee-wheels
Good Year,,"
								  mohdmainul420@gmail.com								  ","THANGAL BAZAR, KHOYATHONG ROAD, NEAR SHANI MANDIR, IMPHAL WEST",0,,9402087869,,,ABC TYRE SERVICE,https://www.goodyear.co.in/store/abc-tyre-service-2
Good Year,,,"Next to Hotel Yeshodeep, Jalna Road, Aurangabad- 431005",0,,9423149899  / 9421070809  / 0240-6629111,,,Abhay Tyre House,https://www.goodyear.co.in/store/abhay-tyre-house
Good Year,,,Gokul road akshay park hubli,0,,7353311014,,,ABB,https://www.goodyear.co.in/store/abb
Good Year,,,"MAIN ROAD, NEAR BUS STAND, MADANTHYAR, DAKASHINA KANNADA, KARANATAKA - 574224",0,,,,,ABARANA TYRES,https://www.goodyear.co.in/store/abarana-tyres
Good Year,,"
								  piyushviroja53@gmail.com								  ","12,AKAR COMPLEX, NR LEKEVIEW HOTAL, NAROL CHAR RASTA NAROL ",0,,9825192970,,,AASH SALES,https://www.goodyear.co.in/store/aash-sales
Good Year,,,Punjpeer Rajouri,0,,9419170298,,,Aar Kay Traders,https://www.goodyear.co.in/store/aar-kay-traders
Good Year,,"
								  aandaztyre@gmail.com								  ","Dhiraj Hertitage, B Wing, Shop No 11 And 12, Link Road Extension, Santacruz West, Mumbai - 400054, Daulat Nagar",0,,9920445511,,,Aandaz Tyres,https://www.goodyear.co.in/store/aandaz-tyres
Good Year,,,"Shop no.1 Nehru Stadium Mkt. Sohna Addo, Gurgaon",0,,9312282976,,,AHUJA TYRE HOUSE,https://www.goodyear.co.in/store/ahuja-tyre-house
Good Year,,,"kerali road, distict :-allahabad",0,,9984525653,,,Ahmed Tyre,https://www.goodyear.co.in/store/ahmed-tyre
Good Year,,,Jhansi road orai,0,,9453555113,,,AH Power system,https://www.goodyear.co.in/store/ah-power-system
Good Year,,,"21, PERIYAR PATHAI WEST CHOOLAIMEDU, CHENNAI-94",0,,9841234564,,,Agnes Batteries and Tyres,https://www.goodyear.co.in/store/agnes-batteries-and-tyres
Good Year,,,"Near Bus Stand, Dadri",0,,9991952004,,,AGGRAWAL TYRERS,https://www.goodyear.co.in/store/aggrawal-tyrers
Good Year,,,"508, salem main road, north udayarpalayam, attur-636102",0,,9942742124,,,Aditya Traders,https://www.goodyear.co.in/store/aditya-traders
Good Year,,,"Double Story showroom, Main chauraha",0,,9837431072,,,Agarwal Cycle works,https://www.goodyear.co.in/store/agarwal-cycle-works-2
Good Year,,,Main chauraha Sitarganj.,0,,9927079372,,,Agarwal Cycle Works,https://www.goodyear.co.in/store/agarwal-cycle-works
Good Year,,"
								  akashtayer349@gmail.com								  ",LUNAWADA ROAD,0,,9909215064,,,AKASH TAYERS SERVICE,https://www.goodyear.co.in/store/akash-tayers-service
Good Year,,,"N0:55, 100 feet road, sundar raja nagar, pondichery-605604",0,,9842965533,,,AKASH CHEVROLET,https://www.goodyear.co.in/store/akash-chevrolet
Good Year,,,"Ghat road ,Baidyanath Chowk, nagpur",0,,8983061007,,,AK GANDHI CARS,https://www.goodyear.co.in/store/ak-gandhi-cars
Good Year,,,"12-PR Marg,Khailand Market",0,,9314323030,,,Ajmer Tyres,https://www.goodyear.co.in/store/ajmer-tyres
Good Year,,"
								  ajittyres@gmail.com								  ","At Exihibition road chauraha,Patna",0,,9709700970,,,AJIT TYRES PVT LTD,https://www.goodyear.co.in/store/ajit-tyres-pvt-ltd-2
Good Year,,"
								  ajittyres@gmail.com								  ","Khura No.5 ,Ground Floor Gajdar Bandh Opposite Sadhana High School, Santacruz West, Mumbai, Maharashtra 400054",0,,9820597050,,,Ajit Tyres,https://www.goodyear.co.in/store/ajit-tyres
Good Year,,"
								  ajittyre@gmail.com								  ",Tyagi Road,0,,9837219712,,,Ajit Tyre,https://www.goodyear.co.in/store/ajit-tyre
Good Year,,,"NEAR RAILWAY FATAK DEVSHAR CHUNGI , BHIWANI",0,,9215608640,,,ajay tyre house,https://www.goodyear.co.in/store/ajay-tyre-house
Good Year,,,"Opp. D- Mart, Seawood, Nerul, Navi Mumbai-400703",0,,9867241971,,,Alfa Weels,https://www.goodyear.co.in/store/alfa-weels
Good Year,,,"PATTARUPARAMBIL,MARAMON PO,PATHANAMTHITTA.  689549",0,,9847660616,,,ALEX TYRE CARE,https://www.goodyear.co.in/store/alex-tyre-care
Good Year,,,"SARAH BUILDING,PUNALUR ROAD,ANCHAL  691306",0,,9495500539,,,ALEX & COMPANY,https://www.goodyear.co.in/store/alex-company
Good Year,,,D.V.G ROAD,0,,9901188885,,,Aleem Tyres,https://www.goodyear.co.in/store/aleem-tyres
Good Year,,,"HOSPITAL JN ,ETTUMANOOR ROAD,THALAYOLAPARAMBU  686605",0,,9447368022,,,ALAN TYRES,https://www.goodyear.co.in/store/alan-tyres
Good Year,,,Shop No.1 Gali No.3 Rao Tularam Vihar Phase-2 Near Rao Gopal Dev Chowk Narnoul Road Rewari Rewari Haryana,0,,8199977033,,,Akul Tyres & Traders,https://www.goodyear.co.in/store/akul-tyres-traders
Good Year,,,"39/46, 4th BLOCK, 4th MAIN ROAD, NEAR HOUSING BOARDING CIRCLE BASAVESHWARA NAGAR",0,,9448078959,,,AKSHAYA TYRES,https://www.goodyear.co.in/store/akshaya-tyres
Good Year,,,"NH 7,VIRUDHUNAGAR MAIN ROAD, THANAKKAN KULAM, THIRUNAGAR,MADURAI - 6",0,,9789336459,,,Akshaya Ford,https://www.goodyear.co.in/store/akshaya-ford
Good Year,,,"NO. 120, RAMAIAH COMPLEX NEW THIPPASANDRA POST, MALLESHPALYA",0,,9980461325,,,Aliya Tyres,https://www.goodyear.co.in/store/aliya-tyres
Good Year,,,"Bawngkawn,   Lunglei Road,",0,,9436141197,,,Amawi Tyre Works,https://www.goodyear.co.in/store/amawi-tyre-works
Good Year,,,"A-14 MOHAN PARK,WEST GURU ANGAD NAGAR.OPP. BSCS RADHU PALACE",0,,9810540074,,,Amar Tyre house,https://www.goodyear.co.in/store/amar-tyre-house
Good Year,,,"no;16, 17 , thangam nagar, arisamuttiram, nh road, vaniyambadi",0,,8876434657,,,Amar Alignment,https://www.goodyear.co.in/store/amar-alignment
Good Year,,,Rupmini Gaon Guwahati,0,,9864168028,,,Aman Tyres,https://www.goodyear.co.in/store/aman-tyres
Good Year,,,"OPP.M.B. HOSPITAL, VARANGODU, DOWNHILL, MALAPPURAM Malappuram 676505",0,,9142116101,,,AM TYRES,https://www.goodyear.co.in/store/am-tyres
Good Year,,,Chingavanam,0,,9447151320,,,Alpha Tyres,https://www.goodyear.co.in/store/alpha-tyres
Good Year,,"
								  fernandes_alexio@yahoo.com								  ",marailem curchorem,0,,9730150434,,,ALISHA MOTORS,https://www.goodyear.co.in/store/alisha-motors
Good Year,,"
								  shaikhsiraj9140@gmail.com								  ","HONEST MOTORS, OPP. GUJARAT STATE, SANAND ROAD, SARKHEJ",0,,9725011120,,,ANMOL TRADING,https://www.goodyear.co.in/store/anmol-trading
Good Year,,"
								  nationwidevisa@gmail.com								  ","2/11, SHREENATH CHAMBERS, NR. GPO. MIRZAPUR",0,,9825068107,,,ANKIL TYRE,https://www.goodyear.co.in/store/ankil-tyre
Good Year,,,"NANGUNERI ROAD, NANDHANKULAM, TISAYANVILAI",0,,9566853160,,,ANISHMA ALIGNMENT,https://www.goodyear.co.in/store/anishma-alignment
Good Year,,,"# 7/7/353&354, MUNNURU KAPU SANGHAM BHAVAN, NEAR ALANKAR THEATRE, HANMAKONDA",0,,0870-2448133,,,ANIL WHEELS,https://www.goodyear.co.in/store/anil-wheels
Good Year,,,Opp. Bus Stand,0,,9414095828,,,Anil Tyre,https://www.goodyear.co.in/store/anil-tyre
Good Year,,"
								  mageshvidhya9@gmail.com								  ","2, Chennai main road, Near Padayappa Mahal, Villupuram -  605602",0,,9842347666,,,Annamalai Cars,https://www.goodyear.co.in/store/annamalai-cars
Good Year,,"
								  chirag39majithia@yahoo.com								  ",3.parkar buildings curchorem goa,0,,9673681415,,,ANIL AUTOMOBILES,https://www.goodyear.co.in/store/anil-automobiles
Good Year,,,"Roshan Road , Near Bus Stand,",0,,9814430373,,,Angra Tyres,https://www.goodyear.co.in/store/angra-tyres
